User_name,PatientID,Appointments,Observations,Encounters,SpecialAction,Class
user0000045,0021e0fb-e72f-44d9-a29e-4703eaa6edab,0,0,1,0,anomalous
user0000048,0021e0fb-e72f-44d9-a29e-4703eaa6edab,1,0,1,0,normal
user0000050,0021e0fb-e72f-44d9-a29e-4703eaa6edab,1,0,0,0,anomalous
user0000053,0021e0fb-e72f-44d9-a29e-4703eaa6edab,1,0,1,0,normal
user0000058,0021e0fb-e72f-44d9-a29e-4703eaa6edab,1,0,0,0,anomalous
user0000068,0021e0fb-e72f-44d9-a29e-4703eaa6edab,1,0,1,0,normal
user0000069,0021e0fb-e72f-44d9-a29e-4703eaa6edab,1,0,0,0,anomalous
user0000003,0095de1f-a6c9-44a7-b125-32cd1db47609,0,0,2,0,normal
user0000005,0095de1f-a6c9-44a7-b125-32cd1db47609,1,0,0,0,anomalous
user0000011,0095de1f-a6c9-44a7-b125-32cd1db47609,0,0,1,0,anomalous
user0000015,0095de1f-a6c9-44a7-b125-32cd1db47609,1,0,1,0,normal
user0000020,0095de1f-a6c9-44a7-b125-32cd1db47609,1,0,0,0,anomalous
user0000022,0095de1f-a6c9-44a7-b125-32cd1db47609,0,0,1,0,anomalous
user0000024,0095de1f-a6c9-44a7-b125-32cd1db47609,1,0,0,0,anomalous
user0000028,0095de1f-a6c9-44a7-b125-32cd1db47609,0,0,1,0,anomalous
user0000031,0095de1f-a6c9-44a7-b125-32cd1db47609,1,0,0,0,anomalous
user0000040,0095de1f-a6c9-44a7-b125-32cd1db47609,1,0,0,0,anomalous
user0000042,0095de1f-a6c9-44a7-b125-32cd1db47609,0,0,1,0,anomalous
user0000052,0095de1f-a6c9-44a7-b125-32cd1db47609,0,0,1,0,anomalous
user0000053,0095de1f-a6c9-44a7-b125-32cd1db47609,0,0,1,0,anomalous
user0000054,0095de1f-a6c9-44a7-b125-32cd1db47609,1,0,0,0,anomalous
user0000056,0095de1f-a6c9-44a7-b125-32cd1db47609,2,0,0,0,normal
user0000061,0095de1f-a6c9-44a7-b125-32cd1db47609,1,0,0,0,anomalous
user0000003,00d9977b-05d9-4af4-be14-510dda5a58ae,0,0,1,0,anomalous
user0000013,00d9977b-05d9-4af4-be14-510dda5a58ae,0,0,1,0,anomalous
user0000016,00d9977b-05d9-4af4-be14-510dda5a58ae,0,0,1,0,anomalous
user0000019,00d9977b-05d9-4af4-be14-510dda5a58ae,1,0,0,0,anomalous
user0000021,00d9977b-05d9-4af4-be14-510dda5a58ae,1,0,0,0,anomalous
user0000023,00d9977b-05d9-4af4-be14-510dda5a58ae,1,0,0,0,anomalous
user0000027,00d9977b-05d9-4af4-be14-510dda5a58ae,1,0,1,0,normal
user0000033,00d9977b-05d9-4af4-be14-510dda5a58ae,1,0,0,0,anomalous
user0000042,00d9977b-05d9-4af4-be14-510dda5a58ae,0,0,1,0,anomalous
user0000044,00d9977b-05d9-4af4-be14-510dda5a58ae,1,0,1,0,normal
user0000052,00d9977b-05d9-4af4-be14-510dda5a58ae,1,0,0,0,anomalous
user0000055,00d9977b-05d9-4af4-be14-510dda5a58ae,1,0,0,0,anomalous
user0000057,00d9977b-05d9-4af4-be14-510dda5a58ae,1,0,0,0,anomalous
user0000058,00d9977b-05d9-4af4-be14-510dda5a58ae,1,0,0,0,anomalous
user0000060,00d9977b-05d9-4af4-be14-510dda5a58ae,0,0,1,0,anomalous
user0000063,00d9977b-05d9-4af4-be14-510dda5a58ae,0,0,1,0,anomalous
user0000069,00d9977b-05d9-4af4-be14-510dda5a58ae,0,0,1,0,anomalous
user0000003,00e41951-92cb-4b4a-93d3-40fb399ef577,0,0,1,0,anomalous
user0000010,00e41951-92cb-4b4a-93d3-40fb399ef577,0,0,1,0,anomalous
user0000014,00e41951-92cb-4b4a-93d3-40fb399ef577,1,0,0,0,anomalous
user0000015,00e41951-92cb-4b4a-93d3-40fb399ef577,1,0,0,0,anomalous
user0000021,00e41951-92cb-4b4a-93d3-40fb399ef577,0,0,1,0,anomalous
user0000027,00e41951-92cb-4b4a-93d3-40fb399ef577,1,0,0,0,anomalous
user0000033,00e41951-92cb-4b4a-93d3-40fb399ef577,1,0,1,0,normal
user0000036,00e41951-92cb-4b4a-93d3-40fb399ef577,0,0,1,0,anomalous
user0000037,00e41951-92cb-4b4a-93d3-40fb399ef577,0,0,1,0,anomalous
user0000038,00e41951-92cb-4b4a-93d3-40fb399ef577,1,0,0,0,anomalous
user0000044,00e41951-92cb-4b4a-93d3-40fb399ef577,0,0,1,0,anomalous
user0000052,00e41951-92cb-4b4a-93d3-40fb399ef577,1,0,0,0,anomalous
user0000053,00e41951-92cb-4b4a-93d3-40fb399ef577,0,0,1,0,anomalous
user0000055,00e41951-92cb-4b4a-93d3-40fb399ef577,2,0,0,0,normal
user0000056,00e41951-92cb-4b4a-93d3-40fb399ef577,1,0,0,0,anomalous
user0000066,00e41951-92cb-4b4a-93d3-40fb399ef577,0,0,1,0,anomalous
user0000069,00e41951-92cb-4b4a-93d3-40fb399ef577,1,0,0,0,anomalous
user0000003,01416331-150e-4fb7-abd1-baeb3a8db855,1,0,0,0,anomalous
user0000006,01416331-150e-4fb7-abd1-baeb3a8db855,1,0,0,0,anomalous
user0000008,01416331-150e-4fb7-abd1-baeb3a8db855,0,0,1,0,anomalous
user0000010,01416331-150e-4fb7-abd1-baeb3a8db855,1,0,0,0,anomalous
user0000014,01416331-150e-4fb7-abd1-baeb3a8db855,1,0,0,0,anomalous
user0000018,01416331-150e-4fb7-abd1-baeb3a8db855,1,0,0,0,anomalous
user0000023,01416331-150e-4fb7-abd1-baeb3a8db855,0,0,1,0,anomalous
user0000029,01416331-150e-4fb7-abd1-baeb3a8db855,0,0,1,0,anomalous
user0000031,01416331-150e-4fb7-abd1-baeb3a8db855,1,0,0,0,anomalous
user0000032,01416331-150e-4fb7-abd1-baeb3a8db855,0,0,1,0,anomalous
user0000035,01416331-150e-4fb7-abd1-baeb3a8db855,1,0,0,0,anomalous
user0000038,01416331-150e-4fb7-abd1-baeb3a8db855,1,0,1,0,normal
user0000047,01416331-150e-4fb7-abd1-baeb3a8db855,1,0,0,0,anomalous
user0000048,01416331-150e-4fb7-abd1-baeb3a8db855,1,0,0,0,anomalous
user0000057,01416331-150e-4fb7-abd1-baeb3a8db855,0,0,1,0,anomalous
user0000061,01416331-150e-4fb7-abd1-baeb3a8db855,0,0,1,0,anomalous
user0000066,01416331-150e-4fb7-abd1-baeb3a8db855,0,0,1,0,anomalous
user0000067,01416331-150e-4fb7-abd1-baeb3a8db855,0,0,1,0,anomalous
user0000003,016019cd-2bb8-4d1a-aaf6-a0ad3216901e,0,0,1,0,anomalous
user0000005,016019cd-2bb8-4d1a-aaf6-a0ad3216901e,0,0,1,0,anomalous
user0000006,016019cd-2bb8-4d1a-aaf6-a0ad3216901e,1,0,0,0,anomalous
user0000016,016019cd-2bb8-4d1a-aaf6-a0ad3216901e,1,0,0,0,anomalous
user0000017,016019cd-2bb8-4d1a-aaf6-a0ad3216901e,1,0,0,0,anomalous
user0000018,016019cd-2bb8-4d1a-aaf6-a0ad3216901e,0,0,1,0,anomalous
user0000020,016019cd-2bb8-4d1a-aaf6-a0ad3216901e,0,0,1,0,anomalous
user0000021,016019cd-2bb8-4d1a-aaf6-a0ad3216901e,0,0,1,0,anomalous
user0000023,016019cd-2bb8-4d1a-aaf6-a0ad3216901e,1,0,0,0,anomalous
user0000028,016019cd-2bb8-4d1a-aaf6-a0ad3216901e,0,0,1,0,anomalous
user0000029,016019cd-2bb8-4d1a-aaf6-a0ad3216901e,1,0,0,0,anomalous
user0000031,016019cd-2bb8-4d1a-aaf6-a0ad3216901e,1,0,0,0,anomalous
user0000036,016019cd-2bb8-4d1a-aaf6-a0ad3216901e,0,0,1,0,anomalous
user0000046,016019cd-2bb8-4d1a-aaf6-a0ad3216901e,1,0,0,0,anomalous
user0000062,016019cd-2bb8-4d1a-aaf6-a0ad3216901e,1,0,1,0,normal
user0000064,016019cd-2bb8-4d1a-aaf6-a0ad3216901e,1,0,0,0,anomalous
user0000069,016019cd-2bb8-4d1a-aaf6-a0ad3216901e,1,0,0,0,anomalous
user0000070,016019cd-2bb8-4d1a-aaf6-a0ad3216901e,0,0,1,0,anomalous
user0000002,01606efe-328f-4701-b808-d7cb95a90c65,1,0,1,0,normal
user0000003,01606efe-328f-4701-b808-d7cb95a90c65,1,0,0,0,anomalous
user0000004,01606efe-328f-4701-b808-d7cb95a90c65,0,0,1,0,anomalous
user0000005,01606efe-328f-4701-b808-d7cb95a90c65,1,0,0,0,anomalous
user0000013,01606efe-328f-4701-b808-d7cb95a90c65,1,0,0,0,anomalous
user0000017,01606efe-328f-4701-b808-d7cb95a90c65,0,0,1,0,anomalous
user0000026,01606efe-328f-4701-b808-d7cb95a90c65,0,0,2,0,normal
user0000028,01606efe-328f-4701-b808-d7cb95a90c65,1,0,0,0,anomalous
user0000037,01606efe-328f-4701-b808-d7cb95a90c65,0,0,1,0,anomalous
user0000039,01606efe-328f-4701-b808-d7cb95a90c65,1,0,0,0,anomalous
user0000049,01606efe-328f-4701-b808-d7cb95a90c65,1,0,0,0,anomalous
user0000053,01606efe-328f-4701-b808-d7cb95a90c65,0,0,1,0,anomalous
user0000055,01606efe-328f-4701-b808-d7cb95a90c65,1,0,0,0,anomalous
user0000058,01606efe-328f-4701-b808-d7cb95a90c65,1,0,0,0,anomalous
user0000066,01606efe-328f-4701-b808-d7cb95a90c65,0,0,1,0,anomalous
user0000067,01606efe-328f-4701-b808-d7cb95a90c65,1,0,1,0,normal
user0000001,0195d218-0c26-47b2-9ff4-4f81305a01db,1,0,0,0,anomalous
user0000012,0195d218-0c26-47b2-9ff4-4f81305a01db,1,0,0,0,anomalous
user0000013,0195d218-0c26-47b2-9ff4-4f81305a01db,0,0,1,0,anomalous
user0000017,0195d218-0c26-47b2-9ff4-4f81305a01db,1,0,0,0,anomalous
user0000019,0195d218-0c26-47b2-9ff4-4f81305a01db,1,0,0,0,anomalous
user0000027,0195d218-0c26-47b2-9ff4-4f81305a01db,1,0,0,0,anomalous
user0000033,0195d218-0c26-47b2-9ff4-4f81305a01db,1,0,1,0,normal
user0000038,0195d218-0c26-47b2-9ff4-4f81305a01db,1,0,0,0,anomalous
user0000039,0195d218-0c26-47b2-9ff4-4f81305a01db,0,0,2,0,normal
user0000044,0195d218-0c26-47b2-9ff4-4f81305a01db,1,0,0,0,anomalous
user0000048,0195d218-0c26-47b2-9ff4-4f81305a01db,1,0,0,0,anomalous
user0000051,0195d218-0c26-47b2-9ff4-4f81305a01db,0,0,1,0,anomalous
user0000053,0195d218-0c26-47b2-9ff4-4f81305a01db,0,0,1,0,anomalous
user0000058,0195d218-0c26-47b2-9ff4-4f81305a01db,1,0,0,0,anomalous
user0000061,0195d218-0c26-47b2-9ff4-4f81305a01db,0,0,1,0,anomalous
user0000062,0195d218-0c26-47b2-9ff4-4f81305a01db,0,0,1,0,anomalous
user0000064,0195d218-0c26-47b2-9ff4-4f81305a01db,0,0,1,0,anomalous
user0000008,01b7edfc-c447-43e0-9f93-94671943d9b8,0,0,1,0,anomalous
user0000011,01b7edfc-c447-43e0-9f93-94671943d9b8,0,0,2,0,normal
user0000013,01b7edfc-c447-43e0-9f93-94671943d9b8,1,0,0,0,anomalous
user0000014,01b7edfc-c447-43e0-9f93-94671943d9b8,1,0,1,0,normal
user0000015,01b7edfc-c447-43e0-9f93-94671943d9b8,1,0,0,0,anomalous
user0000017,01b7edfc-c447-43e0-9f93-94671943d9b8,1,0,0,0,anomalous
user0000020,01b7edfc-c447-43e0-9f93-94671943d9b8,0,0,1,0,anomalous
user0000030,01b7edfc-c447-43e0-9f93-94671943d9b8,1,0,0,0,anomalous
user0000031,01b7edfc-c447-43e0-9f93-94671943d9b8,0,0,1,0,anomalous
user0000036,01b7edfc-c447-43e0-9f93-94671943d9b8,0,0,1,0,anomalous
user0000042,01b7edfc-c447-43e0-9f93-94671943d9b8,1,0,0,0,anomalous
user0000051,01b7edfc-c447-43e0-9f93-94671943d9b8,0,0,1,0,anomalous
user0000056,01b7edfc-c447-43e0-9f93-94671943d9b8,1,0,0,0,anomalous
user0000061,01b7edfc-c447-43e0-9f93-94671943d9b8,1,0,0,0,anomalous
user0000064,01b7edfc-c447-43e0-9f93-94671943d9b8,0,0,1,0,anomalous
user0000065,01b7edfc-c447-43e0-9f93-94671943d9b8,1,0,0,0,anomalous
user0000068,01b7edfc-c447-43e0-9f93-94671943d9b8,1,0,0,0,anomalous
user0000002,023418bd-6bab-423d-bd59-465abfb2eecb,0,0,1,0,anomalous
user0000006,023418bd-6bab-423d-bd59-465abfb2eecb,1,0,1,0,normal
user0000009,023418bd-6bab-423d-bd59-465abfb2eecb,0,0,1,0,anomalous
user0000015,023418bd-6bab-423d-bd59-465abfb2eecb,1,0,0,0,anomalous
user0000019,023418bd-6bab-423d-bd59-465abfb2eecb,0,0,1,0,anomalous
user0000020,023418bd-6bab-423d-bd59-465abfb2eecb,1,0,0,0,anomalous
user0000022,023418bd-6bab-423d-bd59-465abfb2eecb,1,0,0,0,anomalous
user0000023,023418bd-6bab-423d-bd59-465abfb2eecb,0,0,1,0,anomalous
user0000026,023418bd-6bab-423d-bd59-465abfb2eecb,0,0,1,0,anomalous
user0000028,023418bd-6bab-423d-bd59-465abfb2eecb,1,0,0,0,anomalous
user0000031,023418bd-6bab-423d-bd59-465abfb2eecb,1,0,0,0,anomalous
user0000035,023418bd-6bab-423d-bd59-465abfb2eecb,1,0,0,0,anomalous
user0000047,023418bd-6bab-423d-bd59-465abfb2eecb,0,0,1,0,anomalous
user0000050,023418bd-6bab-423d-bd59-465abfb2eecb,0,0,1,0,anomalous
user0000057,023418bd-6bab-423d-bd59-465abfb2eecb,1,0,0,0,anomalous
user0000065,023418bd-6bab-423d-bd59-465abfb2eecb,1,0,0,0,anomalous
user0000068,023418bd-6bab-423d-bd59-465abfb2eecb,0,0,1,0,anomalous
user0000070,023418bd-6bab-423d-bd59-465abfb2eecb,1,0,0,0,anomalous
user0000002,026d9232-6e88-413d-89d4-4678e500ccf4,1,0,1,0,normal
user0000009,026d9232-6e88-413d-89d4-4678e500ccf4,1,0,0,0,anomalous
user0000011,026d9232-6e88-413d-89d4-4678e500ccf4,0,0,1,0,anomalous
user0000025,026d9232-6e88-413d-89d4-4678e500ccf4,0,0,1,0,anomalous
user0000026,026d9232-6e88-413d-89d4-4678e500ccf4,0,0,1,0,anomalous
user0000027,026d9232-6e88-413d-89d4-4678e500ccf4,1,0,0,0,anomalous
user0000034,026d9232-6e88-413d-89d4-4678e500ccf4,1,0,1,0,normal
user0000037,026d9232-6e88-413d-89d4-4678e500ccf4,1,0,0,0,anomalous
user0000042,026d9232-6e88-413d-89d4-4678e500ccf4,0,0,1,0,anomalous
user0000044,026d9232-6e88-413d-89d4-4678e500ccf4,1,0,1,0,normal
user0000049,026d9232-6e88-413d-89d4-4678e500ccf4,0,0,1,0,anomalous
user0000053,026d9232-6e88-413d-89d4-4678e500ccf4,1,0,0,0,anomalous
user0000066,026d9232-6e88-413d-89d4-4678e500ccf4,1,0,0,0,anomalous
user0000067,026d9232-6e88-413d-89d4-4678e500ccf4,1,0,0,0,anomalous
user0000068,026d9232-6e88-413d-89d4-4678e500ccf4,0,0,1,0,anomalous
user0000070,026d9232-6e88-413d-89d4-4678e500ccf4,1,0,0,0,anomalous
user0000004,02780133-6872-4c67-99b3-e1172917ed89,1,0,1,0,normal
user0000005,02780133-6872-4c67-99b3-e1172917ed89,1,0,0,0,anomalous
user0000014,02780133-6872-4c67-99b3-e1172917ed89,0,0,1,0,anomalous
user0000025,02780133-6872-4c67-99b3-e1172917ed89,0,0,1,0,anomalous
user0000027,02780133-6872-4c67-99b3-e1172917ed89,2,0,0,0,normal
user0000031,02780133-6872-4c67-99b3-e1172917ed89,0,0,1,0,anomalous
user0000032,02780133-6872-4c67-99b3-e1172917ed89,2,0,0,0,normal
user0000035,02780133-6872-4c67-99b3-e1172917ed89,1,0,0,0,anomalous
user0000043,02780133-6872-4c67-99b3-e1172917ed89,0,0,1,0,anomalous
user0000044,02780133-6872-4c67-99b3-e1172917ed89,0,0,1,0,anomalous
user0000045,02780133-6872-4c67-99b3-e1172917ed89,1,0,0,0,anomalous
user0000053,02780133-6872-4c67-99b3-e1172917ed89,0,0,1,0,anomalous
user0000059,02780133-6872-4c67-99b3-e1172917ed89,0,0,1,0,anomalous
user0000061,02780133-6872-4c67-99b3-e1172917ed89,1,0,0,0,anomalous
user0000062,02780133-6872-4c67-99b3-e1172917ed89,0,0,1,0,anomalous
user0000069,02780133-6872-4c67-99b3-e1172917ed89,1,0,0,0,anomalous
user0000008,027aa0f3-d88a-499a-85fb-e101a7be773c,1,0,0,0,anomalous
user0000012,027aa0f3-d88a-499a-85fb-e101a7be773c,1,0,0,0,anomalous
user0000014,027aa0f3-d88a-499a-85fb-e101a7be773c,1,0,0,0,anomalous
user0000017,027aa0f3-d88a-499a-85fb-e101a7be773c,2,0,0,0,normal
user0000018,027aa0f3-d88a-499a-85fb-e101a7be773c,0,0,2,0,normal
user0000025,027aa0f3-d88a-499a-85fb-e101a7be773c,1,0,0,0,anomalous
user0000029,027aa0f3-d88a-499a-85fb-e101a7be773c,1,0,0,0,anomalous
user0000031,027aa0f3-d88a-499a-85fb-e101a7be773c,0,0,1,0,anomalous
user0000035,027aa0f3-d88a-499a-85fb-e101a7be773c,0,0,1,0,anomalous
user0000037,027aa0f3-d88a-499a-85fb-e101a7be773c,1,0,0,0,anomalous
user0000050,027aa0f3-d88a-499a-85fb-e101a7be773c,1,0,0,0,anomalous
user0000051,027aa0f3-d88a-499a-85fb-e101a7be773c,0,0,1,0,anomalous
user0000052,027aa0f3-d88a-499a-85fb-e101a7be773c,0,0,1,0,anomalous
user0000061,027aa0f3-d88a-499a-85fb-e101a7be773c,0,0,1,0,anomalous
user0000062,027aa0f3-d88a-499a-85fb-e101a7be773c,0,0,2,0,normal
user0000065,027aa0f3-d88a-499a-85fb-e101a7be773c,1,0,0,0,anomalous
user0000006,02c09be7-574a-45cc-8d79-2fbff8222a17,1,0,0,0,anomalous
user0000007,02c09be7-574a-45cc-8d79-2fbff8222a17,0,0,1,0,anomalous
user0000009,02c09be7-574a-45cc-8d79-2fbff8222a17,0,0,1,0,anomalous
user0000011,02c09be7-574a-45cc-8d79-2fbff8222a17,1,0,0,0,anomalous
user0000015,02c09be7-574a-45cc-8d79-2fbff8222a17,0,0,1,0,anomalous
user0000019,02c09be7-574a-45cc-8d79-2fbff8222a17,0,0,1,0,anomalous
user0000023,02c09be7-574a-45cc-8d79-2fbff8222a17,0,0,1,0,anomalous
user0000030,02c09be7-574a-45cc-8d79-2fbff8222a17,0,0,1,0,anomalous
user0000039,02c09be7-574a-45cc-8d79-2fbff8222a17,0,0,1,0,anomalous
user0000041,02c09be7-574a-45cc-8d79-2fbff8222a17,0,0,1,0,anomalous
user0000042,02c09be7-574a-45cc-8d79-2fbff8222a17,0,0,1,0,anomalous
user0000044,02c09be7-574a-45cc-8d79-2fbff8222a17,1,0,0,0,anomalous
user0000046,02c09be7-574a-45cc-8d79-2fbff8222a17,1,0,0,0,anomalous
user0000049,02c09be7-574a-45cc-8d79-2fbff8222a17,1,0,0,0,anomalous
user0000051,02c09be7-574a-45cc-8d79-2fbff8222a17,1,0,0,0,anomalous
user0000054,02c09be7-574a-45cc-8d79-2fbff8222a17,1,0,0,0,anomalous
user0000060,02c09be7-574a-45cc-8d79-2fbff8222a17,1,0,0,0,anomalous
user0000061,02c09be7-574a-45cc-8d79-2fbff8222a17,1,0,0,0,anomalous
user0000063,02c09be7-574a-45cc-8d79-2fbff8222a17,1,0,0,0,anomalous
user0000007,033e6bc1-fcf9-48c6-bdcd-eb0f7f0f8322,1,0,0,0,anomalous
user0000009,033e6bc1-fcf9-48c6-bdcd-eb0f7f0f8322,1,0,0,0,anomalous
user0000024,033e6bc1-fcf9-48c6-bdcd-eb0f7f0f8322,2,0,0,0,normal
user0000032,033e6bc1-fcf9-48c6-bdcd-eb0f7f0f8322,0,0,1,0,anomalous
user0000035,033e6bc1-fcf9-48c6-bdcd-eb0f7f0f8322,0,0,1,0,anomalous
user0000038,033e6bc1-fcf9-48c6-bdcd-eb0f7f0f8322,0,0,1,0,anomalous
user0000041,033e6bc1-fcf9-48c6-bdcd-eb0f7f0f8322,1,0,0,0,anomalous
user0000042,033e6bc1-fcf9-48c6-bdcd-eb0f7f0f8322,0,0,1,0,anomalous
user0000045,033e6bc1-fcf9-48c6-bdcd-eb0f7f0f8322,1,0,0,0,anomalous
user0000047,033e6bc1-fcf9-48c6-bdcd-eb0f7f0f8322,0,0,1,0,anomalous
user0000048,033e6bc1-fcf9-48c6-bdcd-eb0f7f0f8322,0,0,1,0,anomalous
user0000058,033e6bc1-fcf9-48c6-bdcd-eb0f7f0f8322,1,0,0,0,anomalous
user0000060,033e6bc1-fcf9-48c6-bdcd-eb0f7f0f8322,1,0,0,0,anomalous
user0000061,033e6bc1-fcf9-48c6-bdcd-eb0f7f0f8322,0,0,1,0,anomalous
user0000064,033e6bc1-fcf9-48c6-bdcd-eb0f7f0f8322,2,0,0,0,normal
user0000065,033e6bc1-fcf9-48c6-bdcd-eb0f7f0f8322,0,0,1,0,anomalous
user0000068,033e6bc1-fcf9-48c6-bdcd-eb0f7f0f8322,0,0,1,0,anomalous
user0000002,0341a388-dfa8-43b8-823f-bbd71f85c7a5,0,0,2,0,normal
user0000007,0341a388-dfa8-43b8-823f-bbd71f85c7a5,1,0,0,0,anomalous
user0000014,0341a388-dfa8-43b8-823f-bbd71f85c7a5,1,0,1,0,normal
user0000018,0341a388-dfa8-43b8-823f-bbd71f85c7a5,2,0,0,0,normal
user0000021,0341a388-dfa8-43b8-823f-bbd71f85c7a5,1,0,1,0,normal
user0000032,0341a388-dfa8-43b8-823f-bbd71f85c7a5,1,0,0,0,anomalous
user0000034,0341a388-dfa8-43b8-823f-bbd71f85c7a5,1,0,0,0,anomalous
user0000038,0341a388-dfa8-43b8-823f-bbd71f85c7a5,1,0,1,0,normal
user0000046,0341a388-dfa8-43b8-823f-bbd71f85c7a5,0,0,1,0,anomalous
user0000049,0341a388-dfa8-43b8-823f-bbd71f85c7a5,0,0,1,0,anomalous
user0000060,0341a388-dfa8-43b8-823f-bbd71f85c7a5,0,0,1,0,anomalous
user0000061,0341a388-dfa8-43b8-823f-bbd71f85c7a5,1,0,0,0,anomalous
user0000063,0341a388-dfa8-43b8-823f-bbd71f85c7a5,0,0,1,0,anomalous
user0000069,0341a388-dfa8-43b8-823f-bbd71f85c7a5,1,0,0,0,anomalous
user0000002,0357f094-5967-464e-bde5-557ddeadc73a,0,0,1,0,anomalous
user0000003,0357f094-5967-464e-bde5-557ddeadc73a,0,0,1,0,anomalous
user0000004,0357f094-5967-464e-bde5-557ddeadc73a,1,0,0,0,anomalous
user0000011,0357f094-5967-464e-bde5-557ddeadc73a,1,0,0,0,anomalous
user0000017,0357f094-5967-464e-bde5-557ddeadc73a,1,0,0,0,anomalous
user0000022,0357f094-5967-464e-bde5-557ddeadc73a,0,0,1,0,anomalous
user0000024,0357f094-5967-464e-bde5-557ddeadc73a,0,0,1,0,anomalous
user0000027,0357f094-5967-464e-bde5-557ddeadc73a,1,0,0,0,anomalous
user0000033,0357f094-5967-464e-bde5-557ddeadc73a,0,0,1,0,anomalous
user0000035,0357f094-5967-464e-bde5-557ddeadc73a,0,0,1,0,anomalous
user0000036,0357f094-5967-464e-bde5-557ddeadc73a,1,0,0,0,anomalous
user0000041,0357f094-5967-464e-bde5-557ddeadc73a,1,0,0,0,anomalous
user0000047,0357f094-5967-464e-bde5-557ddeadc73a,1,0,0,0,anomalous
user0000049,0357f094-5967-464e-bde5-557ddeadc73a,1,0,0,0,anomalous
user0000053,0357f094-5967-464e-bde5-557ddeadc73a,1,0,0,0,anomalous
